Series_Title,Overview,IMDB_Rating,Poster_Link,Film-Noir,Sport,Mystery,War,Thriller,History,Musical,Fantasy,Animation,Comedy,Adventure,Action,Horror,Music,Sci-Fi,Biography,Western,Crime,Drama,Family,Romance,Emotion
Hannah and Her Sisters,between two thanksgivings two years apart hannahs husband falls in love with her sister lee while her hypochondriac exhusband rekindles his relationship with her sister holly,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Brazil,a bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzIwM2IwYTItYmM4Zi00OWMzLTkwNjAtYWRmYWNmY2RhMDk0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Sad
This Is Spinal Tap,spinal tap one of englands loudest bands is chronicled by film director marty dibergi on what proves to be a fateful tour,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Happy
A Christmas Story,in the s a young boy named ralphie attempts to convince his parents his teacher and santa that a red ryder bb gun really is the perfect christmas gift,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Happy
The Blues Brothers,jake blues just released from prison puts together his old band to save the catholic home where he and his brother elwood were raised,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Angry
Manhattan,the life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friends mistress,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzdmY2I3MmEtOGFiZi00MTg1LWIxY2QtNWUwM2NmNWNlY2U5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
All That Jazz,directorchoreographer bob fosse tells his own life story as he details the sordid career of joe gideon a womanizing drugusing dancer,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZWE4N2JkNDUtZDU4MC00ZjNhLTlkMjYtOTNkMjZhMDAwMDMyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Happy
Dawn of the Dead,following an evergrowing epidemic of zombies that have risen from the dead two philadelphia swat team members a traffic reporter and his television executive girlfriend seek refuge in a secluded shopping mall,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Angry
All the President's Men,the washington post reporters bob woodward and carl bernstein uncover the details of the watergate scandal that leads to president richard nixons resignation,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
La montaña sagrada,in a corrupt greedfueled world a powerful alchemist leads a messianic character and seven materialistic figures to the holy mountain where they hope to achieve enlightenment,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BN2IzM2I5NTQtMTIyMy00YWM2LWI1OGMtNjI0MWIyNDZkZGFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Amarcord,a series of comedic and nostalgic vignettes set in a s italian coastal town,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZDI2OTg2NDQtMzc0MC00MjRiLWI1NzAtMjY2ZDMwMmUyNzBiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Happy
Le charme discret de la bourgeoisie,a surreal virtually plotless series of dreams centered around six middleclass people and their consistently interrupted attempts to have a meal together,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYzQ5NjJiYWQtYjAzMC00NGU0LWFlMDYtNGFiYjFlMWI1NWM0XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_UY98_CR4,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
"Aguirre, der Zorn Gottes",in the th century the ruthless and insane don lope de aguirre leads a spanish expedition in search of el dorado,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Angry
Harold and Maude,young rich and obsessed with death harold finds himself changed forever when he meets lively septuagenarian maude at a funeral,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Patton,the world war ii phase of the career of controversial american general george s patton,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Angry
The Wild Bunch,an aging group of outlaws look for one last big score as the traditional american west is disappearing around them,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Angry
Night of the Living Dead,a ragtag group of pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesheating ghouls that are ravaging the east coast of the united states,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fear
The Lion in Winter, ad king henry iis three sons all want to inherit the throne but he wont commit to a choice they and his wife variously plot to force him,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTkzNzYyMzA5N15BMl5BanBnXkFtZTgwODcwODQ3MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
In the Heat of the Night,a black police detective is asked to investigate a murder in a racially hostile southern town,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Charade,romance and suspense ensue in paris as a woman is pursued by several men who want a fortune her murdered husband had stolen whom can she trust,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Disgust
The Manchurian Candidate,a former prisoner of war is brainwashed as an unwitting assassin for an international communist conspiracy,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Spartacus,the slave spartacus leads a violent revolt against the decadent roman republic,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Sad
L'avventura,a woman disappears during a mediterranean boating trip during the search her lover and her best friend become attracted to each other,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZDFlODBmZTYtMWU4MS00MzY4LWFmYzYtYzAzZmU1MGUzMDE5XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
Hiroshima mon amour,a french actress filming an antiwar film in hiroshima has an affair with a married japanese architect as they share their differing perspectives on war,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
The Ten Commandments,moses an egyptian prince learns of his true heritage as a hebrew and his divine mission as the deliverer of his people,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
The Searchers,an american civil war veteran embarks on a journey to rescue his niece from the comanches,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Angry
East of Eden,two brothers struggle to maintain their strict bibletoting fathers favor,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
High Noon,a town marshal despite the disagreements of his newlywed bride and the townspeople around him must face a gang of deadly killers alone at high noon when the gang leader an outlaw he sent up years ago arrives on the noon train,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Angry
Strangers on a Train,a psychopath forces a tennis star to comply with his theory that two strangers can get away with murder,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Angry
Harvey,due to his insistence that he has an invisible six foottall rabbit for a best friend a whimsical middleaged man is thought by his family to be insane  but he may be wiser than anyone knows,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Miracle on 34th Street,when a nice old man who claims to be santa claus is institutionalized as insane a young lawyer decides to defend him by arguing in court that he is the real thing,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Happy
Notorious,a woman is asked to spy on a group of nazi friends in south america how far will she have to go to ingratiate herself with them,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Disgust
The Big Sleep,private detective philip marlowe is hired by a wealthy family before the complex case is over hes seen murder blackmail and what might be love,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Angry
The Lost Weekend,the desperate life of a chronic alcoholic is followed through a fourday drinking bout,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
The Philadelphia Story,when a rich womans exhusband and a tabloidtype reporter turn up just before her planned remarriage she begins to learn the truth about herself,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Happy
His Girl Friday,a newspaper editor uses every trick in the book to keep his ace reporter exwife from remarrying,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
The Adventures of Robin Hood,when prince john and the norman lords begin oppressing the saxon masses in king richards absence a saxon lord fights back as the outlaw leader of a rebel guerrilla army,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Angry
A Night at the Opera,a sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Happy
King Kong,a film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star he is then captured and brought back to new york city for public exhibition,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Fear
Freaks,a circus beautiful trapeze artist agrees to marry the leader of sideshow performers but his deformed friends discover she is only marrying him for his inheritance,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fear
Nosferatu,vampire count orlok expresses interest in a new residence and real estate agent hutters wife,0.1764705882352943,"https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Fear
The Gentlemen,an american expat tries to sell off his highly profitable marijuana empire in london triggering plots schemes bribery and blackmail in an attempt to steal his domain out from under him,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Angry
Raazi,a kashmiri woman agrees to marry a pakistani army officer in order to spy on pakistan during the indopakistan war of ,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BZmVhN2JlYjEtZWFkOS00YzE0LThiNDMtMGI3NDA1MTk2ZDQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Angry
Sound of Metal,a heavymetal drummers life is thrown into freefall when he begins to lose his hearing,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sad
Forushande,while both participating in a production of death of a salesman a teachers wife is assaulted in her new home which leaves him determined to find the perpetrator over his wifes traumatized objections,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTBkMjMyN2UtNzVjNi00Y2ZiLTk2MDYtN2Y0MjgzYjAxNzE4XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Dunkirk,allied soldiers from belgium the british empire and france are surrounded by the german army and evacuated during a fierce battle in world war ii,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Angry
Perfetti sconosciuti,seven longtime friends get together for a dinner when they decide to share with each other the content of every text message email and phone call they receive many secrets start to unveil and the equilibrium trembles,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Hidden Figures,the story of a team of female africanamerican mathematicians who served a vital role in nasa during the early years of the us space program,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Paddington 2,paddington ben whishaw now happily settled with the brown family and a popular member of the local community picks up a series of odd jobs to buy the perfect present for his aunt lucys imelda stauntons th birthday only for the gift to be stolen,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Happy
Udta Punjab,a story that revolves around drug abuse in the affluent north indian state of punjab and how the youth there have succumbed to it enmasse resulting in a socioeconomic decline,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BY2YxNjQxYWYtYzNkMi00YTgyLWIwZTMtYzgyYjZlZmYzZTA0XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Kubo and the Two Strings,a young boy named kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Angry
M.S. Dhoni: The Untold Story,the untold story of mahendra singh dhonis journey from ticket collector to trophy collector  the worldcupwinning captain of the indian cricket team,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BZjAzZjZiMmQtMDZmOC00NjVmLTkyNTItOGI2Mzg4NTBhZTA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Manchester by the Sea,a depressed uncle is asked to take care of his teenage nephew after the boys father dies,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Under sandet,in postworld war ii denmark a group of young german pows are forced to clear a beach of thousands of land mines under the watch of a danish sergeant who slowly learns to appreciate their plight,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Angry
Rogue One,the daughter of an imperial scientist joins the rebel alliance in a risky move to steal the plans for the death star,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Captain America: Civil War,political involvement in the avengers affairs causes a rift between captain america and iron man,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
The Hateful Eight,in the dead of a wyoming winter a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Little Women,jo march reflects back and forth on her life telling the beloved story of the march sisters  four young women each determined to live life on her own terms,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Loving Vincent,in a story depicted in oil painted animation a young man comes to the last hometown of painter vincent van gogh robert gulaczyk to deliver the troubled artists final letter and ends up investigating his final days there,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Angry
Pride,uk gay activists work to help miners during their lengthy strike of the national union of mineworkers in the summer of ,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Happy
Le passé,an iranian man deserts his french wife and her two children to return to his homeland meanwhile his wife starts up a new relationship a reality her husband confronts upon his wifes request for a divorce,0.117647058823529,"https://m.media-amazon.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
